Offset;Normal Form;Pitch-classes;Scale degrees;Highest pitch;Lowest pitch;Slice_Number;Measure;Chord;Segment_Number;Quality
295,75;[0, 3, 7];[10, 1, 5];[9, 0, 4];94;70;1389;74; C#6 F6 B-6 C#5 F5 B-4;15;A
296,25;[0, 3, 7];[10, 1, 5];[9, 0, 4];77;70;1390;74; C#5 F5 B-4;15;A
296,375;[0, 2, 3, 5, 7];[10, 0, 1, 3, 5];[9, 11, 0, 2, 4];89;70;1391;74; C6 E-6 F6 C#5 F5 B-4;15;A
297;[0, 3, 7];[10, 1, 5];[9, 0, 4];89;70;1392;75; B-5 C#6 F6 C#5 F5 B-4;15;A
298;[0, 3, 7];[10, 1, 5];[9, 0, 4];85;77;1393;75; F5 B-5 C#6;15;A
299;[0, 3, 7];[10, 1, 5];[9, 0, 4];82;73;1394;75; C#5 F5 B-5;15;A
300;[0, 3, 7];[10, 1, 5];[9, 0, 4];77;70;1395;75; B-4 C#5 F5;15;A
301;[0, 2, 4, 7];[6, 8, 10, 1];[5, 7, 9, 0];61;44;1396;76; F#3 B-3 C#4 G#2;15;A
301,625;[0, 3, 7];[5, 8, 0];[4, 7, 11];68;44;1397;76; C4 F4 G#4 G#2;15;A
302;[0, 1, 5, 8];[0, 1, 5, 8];[11, 0, 4, 7];68;37;1398;76; C4 F4 G#4 C#2 G#2;15;A
302,25;[0, 5];[8, 1];[7, 0];44;37;1399;76; G#2 C#2;15;A
302,375;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];63;37;1400;76; B-3 C#4 E-4 G#2 C#2;15;A
303;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];80;37;1401;76; B-3 C#4 E-4 G#4 G#5 C#2;15;A
305;[0, 3, 5, 7];[10, 1, 3, 5];[9, 0, 2, 4];77;37;1402;77; B-3 C#4 E-4 F4 F5 C#2;15;A
307;[0, 3, 5];[10, 1, 3];[9, 0, 2];75;37;1403;77; B-3 C#4 E-4 E-5 C#2;15;A
309;[0, 2, 4, 7];[1, 3, 5, 8];[0, 2, 4, 7];63;37;1404;78; F3 G#3 E-4 C#2 G#2;15;A
309,625;[0, 3, 5, 8];[5, 8, 10, 1];[4, 7, 9, 0];70;37;1405;78; C#4 F4 B-4 C#2 G#2;15;A
309,75;[0, 3, 5, 8];[5, 8, 10, 1];[4, 7, 9, 0];70;37;1406;78; C#4 F4 B-4 C#2 G#2;15;A
310,25;[0, 5];[8, 1];[7, 0];44;37;1407;78; C#2 G#2;15;A
310,375;[0, 1, 3, 5, 8];[0, 1, 3, 5, 8];[11, 0, 2, 4, 7];65;37;1408;78; C4 E-4 F4 C#2 G#2;15;A
311;[0, 2, 4, 7, 9];[1, 3, 5, 8, 10];[0, 2, 4, 7, 9];75;37;1409;78; F4 G#4 E-5 B-3 C#4 C#2 G#2;15;A
311,625;[0, 3, 5, 8];[5, 8, 10, 1];[4, 7, 9, 0];82;37;1410;78; C#5 F5 B-5 C#2 G#2 B-3 C#4 F4;15;A
311,75;[0, 3, 5, 8];[5, 8, 10, 1];[4, 7, 9, 0];82;37;1411;78; C#5 F5 B-5 C#2 G#2 B-3 C#4 F4;15;A
312,25;[0, 3, 5, 8];[5, 8, 10, 1];[4, 7, 9, 0];65;37;1412;78; C#2 G#2 B-3 C#4 F4;15;A
312,375;[0, 2, 4, 5, 7, 9];[8, 10, 0, 1, 3, 5];[7, 9, 11, 0, 2, 4];77;37;1413;78; C5 E-5 F5 C#2 G#2 B-3 C#4 F4;15;A
313;[0, 2, 4, 7, 9];[1, 3, 5, 8, 10];[0, 2, 4, 7, 9];87;70;1414;79; G#5 E-6 B-4 C#5 F5;15;A
313,625;[0, 3, 7];[10, 1, 5];[9, 0, 4];94;70;1415;79; C#6 F6 B-6 B-4 C#5 F5;15;A
313,75;[0, 3, 7];[10, 1, 5];[9, 0, 4];94;70;1416;79; C#6 F6 B-6 B-4 C#5 F5;15;A
314,25;[0, 3, 7];[10, 1, 5];[9, 0, 4];77;70;1417;79; B-4 C#5 F5;15;A
314,375;[0, 2, 3, 5, 7];[10, 0, 1, 3, 5];[9, 11, 0, 2, 4];89;70;1418;79; C6 E-6 F6 B-4 C#5 F5;15;A
315;[0, 3, 7];[10, 1, 5];[9, 0, 4];89;82;1419;79; B-5 C#6 F6;15;A
315,625;[0, 3, 7];[10, 1, 5];[9, 0, 4];85;65;1420;79; F5 B-5 C#6 F4;15;A
315,75;[0, 3, 7];[10, 1, 5];[9, 0, 4];85;65;1421;79; F5 B-5 C#6 F4;15;A
316;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];85;67;1422;79; F5 B-5 C#6 G4;15;A
316,25;[0];[7];[6];67;67;1423;79; G4;15;A
316,375;[0, 3, 7];[10, 1, 5];[9, 0, 4];82;70;1424;79; C#5 F5 B-5 B-4;15;A
316,5;[0, 1, 4, 8];[9, 10, 1, 5];[8, 9, 0, 4];82;69;1425;79; C#5 F5 B-5 A4 B-4;15;A
316,625;[0, 1, 4, 8];[9, 10, 1, 5];[8, 9, 0, 4];82;69;1426;79; C#5 F5 B-5 A4;15;A
316,75;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];82;67;1427;79; C#5 F5 B-5 G4;15;A
317;[0];[5];[4];65;65;1428;80; F4;15;A
317,25;[0, 4];[1, 5];[0, 4];65;61;1429;80; C#4 F4;15;A
319,75;[0, 2];[3, 5];[2, 4];65;63;1430;80; E-4 F4;15;A
320;[0, 6];[5, 11];[4, 10];65;59;1431;80; B3 F4;15;A
320,75;[0, 4];[1, 5];[0, 4];65;61;1432;80; C#4 F4;15;A
321;[0];[5];[4];65;65;1433;81; F4;15;A
321,25;[0];[1];[0];61;61;1434;81; C#4;15;A
323,75;[0];[3];[2];63;63;1435;81; E-4;15;A
324;[0];[11];[10];59;59;1436;81; B3;15;A
324,75;[0];[1];[0];61;61;1437;81; C#4;15;A
325;[0, 4];[9, 1];[8, 0];61;33;1438;82; A3 C#4 A2 C#3 A1 C#2;15;A
327;[0, 1, 5];[8, 9, 1];[7, 8, 0];80;33;1439;82; G#5 C#4 A3 G#4 A2 C#3 A1 C#2;15;A
327,125;[0, 1, 5];[8, 9, 1];[7, 8, 0];92;33;1440;82; G#6 C#4 A3 G#5 A2 C#3 A1 C#2 G#4;15;A
329;[0, 4, 8];[1, 5, 9];[0, 4, 8];77;33;1441;83; F5 C#4 A3 F4 A2 C#3 A1 C#2;15;A
329,125;[0, 4, 8];[1, 5, 9];[0, 4, 8];89;33;1442;83; F6 C#4 A3 F5 A2 C#3 A1 C#2 F4;15;A
331;[0, 4, 6];[9, 1, 3];[8, 0, 2];75;33;1443;83; E-5 C#4 A3 E-4 A2 C#3 A1 C#2;15;A
331,125;[0, 4, 6];[9, 1, 3];[8, 0, 2];87;33;1444;83; E-6 C#4 A3 E-5 A2 C#3 A1 C#2 E-4;15;A
333;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];63;30;1445;84; B-3 E-4 F#2 E-3 F#1 C#2;15;A
334,375;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];82;30;1446;84; B-4 B-5 B-3 E-4 F#2 E-3 F#1 C#2;15;A
335,625;[0, 3, 5, 7, 8];[10, 1, 3, 5, 6];[9, 0, 2, 4, 5];82;30;1447;84; F4 F5 B-3 E-4 B-4 B-5 F3 F#2 E-3 F#1 C#2;15;A
335,75;[0, 3, 5, 7, 8];[10, 1, 3, 5, 6];[9, 0, 2, 4, 5];77;30;1448;84; B-3 E-4 F4 F5 F#2 E-3 F#1 C#2 F3;15;A
341;[0];[9];[8];33;33;1449;86; A1;15;A
341,125;[0, 4];[9, 1];[8, 0];45;33;1450;86; C#2 A2 A1;15;A
341,25;[0, 4];[9, 1];[8, 0];49;33;1451;86; C#3 A1 C#2 A2;15;A
341,375;[0, 4];[9, 1];[8, 0];61;33;1452;86; A3 C#4 A1 C#2 A2 C#3;16;Dt
343;[0, 1, 5];[8, 9, 1];[7, 8, 0];80;33;1453;86; G#5 A3 C#4 G#4 A1 C#2 A2 C#3;16;Dt
343,125;[0, 1, 5];[8, 9, 1];[7, 8, 0];92;33;1454;86; G#6 A3 C#4 G#5 A1 C#2 A2 C#3 G#4;16;Dt
345;[0, 4, 8];[1, 5, 9];[0, 4, 8];77;33;1455;87; F5 A3 C#4 F4 A1 C#2 A2 C#3;16;Dt
345,125;[0, 4, 8];[1, 5, 9];[0, 4, 8];89;33;1456;87; F6 A3 C#4 F5 A1 C#2 A2 C#3 F4;16;Dt
347;[0, 4, 6];[9, 1, 3];[8, 0, 2];75;33;1457;87; E-5 A3 C#4 E-4 A1 C#2 A2 C#3;16;Dt
347,125;[0, 4, 6];[9, 1, 3];[8, 0, 2];87;33;1458;87; E-6 A3 C#4 E-5 A1 C#2 A2 C#3 E-4;16;Dt
349;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];63;30;1459;88; E-4 F#2 E-3 F#1 C#2 B-3;16;Dt
350,375;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];82;30;1460;88; B-5 B-4 E-4 B-3 F#2 E-3 F#1 C#2;16;Dt
351,625;[0, 3, 5, 7, 8];[10, 1, 3, 5, 6];[9, 0, 2, 4, 5];82;30;1461;88; F4 F5 E-4 B-5 B-4 F3 F#2 E-3 F#1 C#2 B-3;16;Dt
351,75;[0, 2, 4, 5];[1, 3, 5, 6];[0, 2, 4, 5];77;30;1462;88; E-4 F4 F5 F#2 E-3 F#1 C#2 F3;16;Dt
353;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];61;27;1463;89; C#4 C#3 G#3 E-1 B-1 E-2;16;Dt
354,375;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];94;27;1464;89; B-6 B-5 C#4 B-4 C#3 G#3 E-1 B-1 E-2;16;Dt
355,625;[0, 2, 4, 7, 9];[1, 3, 5, 8, 10];[0, 2, 4, 7, 9];94;27;1465;89; F5 F6 C#4 B-6 B-5 F4 C#3 G#3 E-1 B-1 E-2 B-4;16;Dt
355,75;[0, 2, 4, 7, 9];[1, 3, 5, 8, 10];[0, 2, 4, 7, 9];89;27;1466;89; C#4 F5 F6 C#3 G#3 E-1 B-1 E-2 F4;16;Dt
357;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];63;30;1467;90; E-4 F#2 E-3 F#1 C#2 B-3;16;Dt
358,375;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];82;30;1468;90; B-5 B-4 E-4 B-3 F#2 E-3 F#1 C#2;16;Dt
359,625;[0, 3, 5, 7, 8];[10, 1, 3, 5, 6];[9, 0, 2, 4, 5];82;30;1469;90; F4 F5 E-4 B-5 B-4 F3 F#2 E-3 F#1 C#2 B-3;16;Dt
359,75;[0, 2, 4, 5];[1, 3, 5, 6];[0, 2, 4, 5];77;30;1470;90; E-4 F4 F5 F#2 E-3 F#1 C#2 F3;16;Dt
361;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];61;27;1471;91; C#4 C#3 G#3 E-1 B-1 E-2;16;Dt
362,375;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];94;27;1472;91; B-6 B-5 C#4 B-4 C#3 G#3 E-1 B-1 E-2;16;Dt
363,625;[0, 2, 4, 7, 9];[1, 3, 5, 8, 10];[0, 2, 4, 7, 9];94;27;1473;91; F5 F6 C#4 B-6 B-5 F4 C#3 G#3 E-1 B-1 E-2 B-4;16;Dt
363,75;[0, 2, 4, 7, 9];[1, 3, 5, 8, 10];[0, 2, 4, 7, 9];89;27;1474;91; C#4 F5 F6 C#3 G#3 E-1 B-1 E-2 F4;16;Dt
365;[0, 2, 7];[1, 3, 8];[0, 2, 7];63;25;1475;92; E-4 E-3 G#3 C#1 G#1 C#2;16;Dt
366;[0, 2, 5, 7];[8, 10, 1, 3];[7, 9, 0, 2];94;25;1476;92; B-6 B-4 B-5 E-4 E-3 G#3 C#1 G#1 C#2;16;Dt
373;[0];[8];[7];56;56;1477;94; G#3;16;Dt
373,125;[0, 3];[5, 8];[4, 7];68;53;1478;94; F3 G#4 G#3;16;Dt
373,25;[0, 3];[5, 8];[4, 7];68;53;1479;94; F4 F3 G#3 G#4;16;Dt
374;[0, 4, 7];[1, 5, 8];[0, 4, 7];92;25;1480;94; G#5 G#6 F3 F4 C#1 G#3 G#4;16;Dt
377;[0, 5];[8, 1];[7, 0];92;25;1481;95; G#5 G#6 C#1;16;Dt
